1100,-1.76250
1101,-1.75899
1102,-1.75540
1103,-1.75171
1104,-1.74795
1105,-1.74411
1106,-1.74020
1107,-1.73621
1108,-1.73216
1109,-1.72804
1110,-1.72386
1111,-1.71962
1112,-1.71533
1113,-1.71098
1114,-1.70657
1115,-1.70212
1116,-1.69762
1117,-1.69308
1118,-1.68849
1119,-1.68386
1120,-1.67919
1121,-1.67448
1122,-1.66973
1123,-1.66495
1124,-1.66014
1125,-1.65529
1126,-1.65041
1127,-1.64551
1128,-1.64057
1129,-1.63561
1130,-1.63062
1131,-1.62560
1132,-1.62056
1133,-1.61550
1134,-1.61041
1135,-1.60531
1136,-1.60018
1137,-1.59502
1138,-1.58985
1139,-1.58466
1140,-1.57945
1141,-1.57422
1142,-1.56898
1143,-1.56371
1144,-1.55843
1145,-1.55313
1146,-1.54781
1147,-1.54248
1148,-1.53713
1149,-1.53176
1150,-1.52638
1151,-1.52098
1152,-1.51556
1153,-1.51013
1154,-1.50468
1155,-1.49922
1156,-1.49374
1157,-1.48824
1158,-1.48273
1159,-1.47720
1160,-1.47166
1161,-1.46610
1162,-1.46052
1163,-1.45493
1164,-1.44932
1165,-1.44369
1166,-1.43804
1167,-1.43238
1168,-1.42671
1169,-1.42101
1170,-1.41530
1171,-1.40957
1172,-1.40382
1173,-1.39805
1174,-1.39226
1175,-1.38646
1176,-1.38064
1177,-1.37480
1178,-1.36894
1179,-1.36306
1180,-1.35716
1181,-1.35124
1182,-1.34530
1183,-1.33934
1184,-1.33336
1185,-1.32736
1186,-1.32134
1187,-1.31530
1188,-1.30924
1189,-1.30316
1190,-1.29705
1191,-1.29093
1192,-1.28478
1193,-1.27861
1194,-1.27242
1195,-1.26621
1196,-1.25997
1197,-1.25372
1198,-1.24744
1199,-1.24114
1200,-1.23482
1201,-1.22848
1202,-1.22211
1203,-1.21572
1204,-1.20931
1205,-1.20287
1206,-1.19642
1207,-1.18994
1208,-1.18344
1209,-1.17692
1210,-1.17037
1211,-1.16381
1212,-1.15722
1213,-1.15061
1214,-1.14398
1215,-1.13732
1216,-1.13065
1217,-1.12395
1218,-1.11723
1219,-1.11049
1220,-1.10373
1221,-1.09695
1222,-1.09015
1223,-1.08333
1224,-1.07649
1225,-1.06963
1226,-1.06275
1227,-1.05585
1228,-1.04894
1229,-1.04200
1230,-1.03504
1231,-1.02807
1232,-1.02108
1233,-1.01408
1234,-1.00705
1235,-1.00001
1236,-0.99295
1237,-0.98588
1238,-0.97879
1239,-0.97169
1240,-0.96458
1241,-0.95744
1242,-0.95030
1243,-0.94314
1244,-0.93597
1245,-0.92879
1246,-0.92160
1247,-0.91440
1248,-0.90718
1249,-0.89996
1250,-0.89272
1251,-0.88548
1252,-0.87823
1253,-0.87097
1254,-0.86370
1255,-0.85643
1256,-0.84915
1257,-0.84187
1258,-0.83458
1259,-0.82729
1260,-0.81999
1261,-0.81269
1262,-0.80539
1263,-0.79809
1264,-0.79079
1265,-0.78348
1266,-0.77618
1267,-0.76888
1268,-0.76158
1269,-0.75428
1270,-0.74698
1271,-0.73969
1272,-0.73241
1273,-0.72513
1274,-0.71785
1275,-0.71058
1276,-0.70332
1277,-0.69607
1278,-0.68882
1279,-0.68159
1280,-0.67436
1281,-0.66715
1282,-0.65995
1283,-0.65276
1284,-0.64558
1285,-0.63842
1286,-0.63128
1287,-0.62414
1288,-0.61703
1289,-0.60993
1290,-0.60285
1291,-0.59578
1292,-0.58874
1293,-0.58172
1294,-0.57471
1295,-0.56773
1296,-0.56077
1297,-0.55383
1298,-0.54692
1299,-0.54003
1300,-0.53316
1301,-0.52632
1302,-0.51951
1303,-0.51272
1304,-0.50596
1305,-0.49923
1306,-0.49253
1307,-0.48586
1308,-0.47922
1309,-0.47261
1310,-0.46603
1311,-0.45949
1312,-0.45297
1313,-0.44650
1314,-0.44005
1315,-0.43364
1316,-0.42727
1317,-0.42093
1318,-0.41463
1319,-0.40837
