0,0,0,0.0013394289,0.006033109,0.998264432
-0.006301478,0.0014899744,-0.9978625178,0.0008421423,0.0056489035,0.9991514087
-0.0063017625,0.0014864919,-0.9978639483,0.0013201759,0.0054058516,0.9982658625
-0.0063072438,0.0014969618,-0.9978671074,0.0012549219,0.0058137425,0.9977284074
-0.0063039218,0.0014979296,-0.9978694916,0.0014491651,0.0055784122,0.996952951
-0.0063051372,0.0014953588,-0.9978685975,0.0014688266,0.0069697322,0.9971289039
-0.0063269418,0.0014926102,-0.9978644252,0.0010773961,0.005800569,0.9979368448
-0.006327624,0.0014956912,-0.9978616238,0.0014617679,0.0065079224,0.9984841347
-0.0063149133,0.0014958843,-0.9978600144,0.0010434597,0.005102904,0.9989934564
-0.0063219578,0.0014950908,-0.9978654981,0.0013065482,0.0056694788,0.9983984232
-0.0063094068,0.0014865666,-0.9978684783,0.0010949189,0.0058566877,0.9979724288
-0.006313446,0.0014910623,-0.9978709817,0.0012064239,0.0057405843,0.9970134497
-0.0063056815,0.0015089902,-0.9978674054,0.0012437912,0.0067774262,0.9971025586
-0.0063115358,0.0015125029,-0.9978597164,0.0012882852,0.0056894347,0.9977504611
-0.0063090161,0.0015199677,-0.9978578091,0.0012386809,0.0062988093,0.9981839061
-0.0063003018,0.0015313032,-0.9978600144,0.0010597974,0.005142936,0.9991688132
-0.0063038906,0.0015309338,-0.9978667498,0.0015246123,0.0057689548,0.9986720681
-0.0062902393,0.0015357573,-0.997870326,0.001000535,0.0059658512,0.9981476665
-0.0062951501,0.0015385983,-0.9978710413,0.0013861492,0.0062942225,0.9971533418
-0.0062936111,0.0015313328,-0.997867167,0.0012446622,0.0062848972,0.9971126318
-0.006294156,0.0015273895,-0.9978610277,0.0015292435,0.0055368165,0.9976690412
-0.0062968014,0.0015278686,-0.9978584051,0.0014301385,0.0059439368,0.9984146357
-0.0063045085,0.0015242272,-0.9978593588,0.0008860086,0.0050924262,0.9988175035
-0.0063001914,0.0015263339,-0.9978662729,0.0012139992,0.0063891192,0.9981942773
-0.0062948768,0.0015343346,-0.9978687167,0.0008943917,0.0056858552,0.9979624152
-0.0062973029,0.0015381897,-0.9978713393,0.0012591621,0.006408731,0.9968607426
-0.0062992754,0.0015435792,-0.9978663325,0.0009530145,0.0062152715,0.9976564646
-0.0062891622,0.0015430223,-0.9978625178,0.0010564971,0.0056757322,0.9978300929
-0.0062921857,0.0015485859,-0.997860074,0.0009782187,0.0061080144,0.9983782172
-0.0062765204,0.0015479043,-0.9978609085,0.0010985837,0.0052361637,0.9986062646
-0.0062725698,0.001537027,-0.9978664517,0.001343363,0.0065508457,0.998043716
-0.0062792096,0.0015314318,-0.9978695512,0.0014171468,0.005655684,0.997964263
-0.0062913485,0.0015217988,-0.9978729486,0.0016160575,0.0063291211,0.9970635772
-0.0062969099,0.0015318214,-0.9978663921,0.0011623531,0.0060687773,0.9976689816
-0.0062971171,0.0015299973,-0.9978625178,0.0012924399,0.0059324279,0.9975972772
-0.0062971171,0.0015299973,-0.9978625178,0.0011596093,0.0059643933,0.997913301
-0.0063090124,0.0015330705,-0.9978632927,0.0011743779,0.0053098993,0.9981530309
-0.0063005309,0.0015307481,-0.9978677034,0.001362614,0.0064390185,0.9976682067
-0.0063036531,0.0015319625,-0.99786973,0.001002241,0.0057038739,0.9979051948
-0.0063070781,0.0015273805,-0.9978723526,0.0012491525,0.0063523822,0.9975341558
-0.0063183573,0.001536532,-0.9978680611,0.0009631291,0.0055611213,0.9984003305
-0.0063150083,0.0015325805,-0.9978656769,0.0012415088,0.0054892777,0.9981073141
-0.0063120527,0.0015328306,-0.997861743,0.0012123727,0.0056873979,0.9984742999
-0.0063146828,0.0015399533,-0.9978619814,0.0014214375,0.0050617624,0.9978628159
-0.006316816,0.0015326731,-0.9978650808,0.0013085476,0.0063418332,0.9976021647
-0.0063089728,0.0015350964,-0.9978682995,0.0013096475,0.0055822241,0.9974912405
-0.0063067689,0.0015241508,-0.9978691339,0.0015278935,0.0065898667,0.9974525571
-0.006305031,0.001529232,-0.9978663325,0.0010577624,0.0055822246,0.9979841113
-0.0063118134,0.001523433,-0.9978654981,0.0014491599,0.0058886488,0.9977551699
-0.0063154618,0.0015216932,-0.9978627563,0.0009672323,0.0059170523,0.9980577827
-0.0063115866,0.0015203874,-0.9978631139,0.0011728868,0.0059458138,0.9975093007
-0.0063119903,0.0015060146,-0.9978671074,0.0009607867,0.006518838,0.9975813627
-0.0063094227,0.0015091728,-0.9978720546,0.0010947527,0.0057433355,0.9979795814
-0.006299654,0.0015081711,-0.9978741407,0.0013291779,0.0065219291,0.9979301095
-0.0063098511,0.0015084364,-0.9978692532,0.0008424956,0.0051630065,0.9984781742
-0.0063210647,0.0015067199,-0.9978634715,0.0011190904,0.0059197536,0.9981685281
-0.0063174544,0.001503348,-0.9978595376,0.0007250425,0.0055449009,0.9979479909
-0.0063174427,0.0015062272,-0.9978623986,0.0013270656,0.005786004,0.9974656105
-0.0062982743,0.0015008136,-0.9978667498,0.0011435406,0.0062760939,0.9975147843
-0.006297309,0.0015049172,-0.9978712797,0.0013009724,0.0057163434,0.9979470372
