1100,-3.4106886
1100.01,-3.4105874
1100.02,-3.4104862
1100.03,-3.410385
1100.04,-3.4102838
1100.05,-3.4101826
1100.06,-3.4100814
1100.07,-3.4099802
1100.08,-3.409879
1100.09,-3.4097778
1100.1,-3.4096766
1100.11,-3.4095754
1100.12,-3.4094742
1100.13,-3.4093729
1100.14,-3.4092717
1100.15,-3.4091705
1100.16,-3.4090693
1100.17,-3.4089681
1100.18,-3.4088669
1100.19,-3.4087657
1100.2,-3.4086645
1100.21,-3.4085633
1100.22,-3.4084621
1100.23,-3.4083609
1100.24,-3.4082597
1100.25,-3.4081585
1100.26,-3.4080573
1100.27,-3.4079561
1100.28,-3.4078549
1100.29,-3.4077537
1100.3,-3.4076525
1100.31,-3.4075513
1100.32,-3.4074501
1100.33,-3.4073489
1100.34,-3.4072477
1100.35,-3.4071465
1100.36,-3.4070453
1100.37,-3.4069441
1100.38,-3.4068429
1100.39,-3.4067417
1100.4,-3.4066405
1100.41,-3.4065393
1100.42,-3.4064381
1100.43,-3.4063369
1100.44,-3.4062357
1100.45,-3.4061344
1100.46,-3.4060332
1100.47,-3.405932
1100.48,-3.4058308
1100.49,-3.4057296
1100.5,-3.4056284
1100.51,-3.4055272
1100.52,-3.405426
1100.53,-3.4053248
1100.54,-3.4052236
1100.55,-3.4051224
1100.56,-3.4050212
1100.57,-3.40492
1100.58,-3.4048188
1100.59,-3.4047176
1100.6,-3.4046164
1100.61,-3.4045152
1100.62,-3.404414
1100.63,-3.4043128
1100.64,-3.4042116
1100.65,-3.4041104
1100.66,-3.4040092
1100.67,-3.403908
1100.68,-3.4038068
1100.69,-3.4037056
1100.7,-3.4036044
1100.71,-3.4035032
1100.72,-3.403402
1100.73,-3.4033008
1100.74,-3.4031996
1100.75,-3.4030984
1100.76,-3.4029972
1100.77,-3.402896
1100.78,-3.4027948
1100.79,-3.4026936
1100.8,-3.4025924
1100.81,-3.4024912
1100.82,-3.40239
1100.83,-3.4022888
1100.84,-3.4021876
1100.85,-3.4020864
1100.86,-3.4019852
1100.87,-3.401884
1100.88,-3.4017828
1100.89,-3.4016816
1100.9,-3.4015804
1100.91,-3.4014792
1100.92,-3.401378
1100.93,-3.4012768
1100.94,-3.4011756
1100.95,-3.4010744
1100.96,-3.4009732
1100.97,-3.400872
1100.98,-3.4007708
1100.99,-3.4006696
1101,-3.4005684
1101.01,-3.4004673
1101.02,-3.4003661
1101.03,-3.4002649
1101.04,-3.4001637
1101.05,-3.4000625
1101.06,-3.3999613
1101.07,-3.3998601
1101.08,-3.3997589
1101.09,-3.3996577
1101.1,-3.3995565
1101.11,-3.3994553
1101.12,-3.3993541
1101.13,-3.3992529
1101.14,-3.3991517
1101.15,-3.3990505
1101.16,-3.3989493
1101.17,-3.3988481
1101.18,-3.3987469
1101.19,-3.3986457
1101.2,-3.3985445
1101.21,-3.3984433
1101.22,-3.3983421
1101.23,-3.398241
1101.24,-3.3981398
1101.25,-3.3980386
1101.26,-3.3979374
1101.27,-3.3978362
1101.28,-3.397735
1101.29,-3.3976338
1101.3,-3.3975326
1101.31,-3.3974314
1101.32,-3.3973302
1101.33,-3.397229
1101.34,-3.3971278
1101.35,-3.3970266
1101.36,-3.3969255
1101.37,-3.3968243
1101.38,-3.3967231
1101.39,-3.3966219
1101.4,-3.3965207
1101.41,-3.3964195
1101.42,-3.3963183
1101.43,-3.3962171
1101.44,-3.3961159
1101.45,-3.3960147
1101.46,-3.3959135
1101.47,-3.3958124
1101.48,-3.3957112
1101.49,-3.39561
1101.5,-3.3955088
1101.51,-3.3954076
1101.52,-3.3953064
1101.53,-3.3952052
1101.54,-3.395104
1101.55,-3.3950028
1101.56,-3.3949017
1101.57,-3.3948005
1101.58,-3.3946993
1101.59,-3.3945981
1101.6,-3.3944969
1101.61,-3.3943957
1101.62,-3.3942945
1101.63,-3.3941934
1101.64,-3.3940922
1101.65,-3.393991
1101.66,-3.3938898
1101.67,-3.3937886
1101.68,-3.3936874
1101.69,-3.3935862
1101.7,-3.3934851
1101.71,-3.3933839
1101.72,-3.3932827
1101.73,-3.3931815
1101.74,-3.3930803
1101.75,-3.3929791
1101.76,-3.392878
